0,1,2
"[415, 376]","(376, 379)","[[96, np.int64(200), np.int64(478), 'Shop_1'], [97, np.int64(375), np.int64(585), 'Rathaus'], [89, np.int64(200), np.int64(6), 'Hotel'], [86, np.int64(438), np.int64(285), 'Exit_3']]"
